variant_id,pattern_id,category,difficulty,speedup_clang_O3,speedup_clang_polly,min_speedup_across_regimes,resistant
COMP_v332,COMP,Composed,hard,161.22,220.83,161.22,True
COMP_v333,COMP,Composed,hard,4.31,2.7,2.7,True
COMP_v334,COMP,Composed,hard,416.36,411.24,411.24,True
COMP_v336,COMP,Composed,hard,7.17,5.75,5.75,True
COMP_v338,COMP,Composed,hard,9.29,10.62,9.29,True
COMP_v337,COMP,Composed,hard,298.18,272.85,272.85,True
COMP_v335,COMP,Composed,hard,422.79,339.38,339.38,True
COMP_v341,COMP,Composed,hard,7.36,2.82,2.82,True
COMP_v339,COMP,Composed,hard,203.05,230.37,203.05,True
COMP_v340,COMP,Composed,hard,345.76,301.0,301.0,True
COMP_v343,COMP,Composed,hard,118101.0,127939.0,118101.0,True
COMP_v344,COMP,Composed,hard,7.82,11.51,7.82,True
COMP_v345,COMP,Composed,hard,9.72,12.26,9.72,True
COMP_v342,COMP,Composed,hard,416.95,346.58,346.58,True
COMP_v346,COMP,Composed,hard,10.5,5.29,5.29,True
COMP_v347,COMP,Composed,hard,2.63,2.77,2.63,True
COMP_v348,COMP,Composed,hard,2929.0,1918.5,1918.5,True
COMP_v350,COMP,Composed,hard,135.57,53.44,53.44,True
COMP_v351,COMP,Composed,hard,4.93,4.67,4.67,True
COMP_v352,COMP,Composed,hard,2883.0,2069.5,2069.5,True
COMP_v353,COMP,Composed,hard,9.23,9.43,9.23,True
COMP_v349,COMP,Composed,hard,314.01,346.58,314.01,True
COMP_v354,COMP,Composed,hard,113.82,86.17,86.17,True
COMP_v355,COMP,Composed,hard,2.63,4.23,2.63,True
COMP_v356,COMP,Composed,hard,40.79,53.83,40.79,True
COMP_v357,COMP,Composed,hard,231.75,58.67,58.67,True
COMP_v359,COMP,Composed,hard,2.85,2.75,2.75,True
COMP_v358,COMP,Composed,hard,3730.41,2826.22,2826.22,True
COMP_v360,COMP,Composed,hard,16.8,4.26,4.26,True
COMP_v361,COMP,Composed,hard,44.51,58.26,44.51,True
COMP_v363,COMP,Composed,hard,3158.0,4182.0,3158.0,True
COMP_v362,COMP,Composed,hard,172.99,188.75,172.99,True
COMP_v365,COMP,Composed,hard,6.62,7.7,6.62,True
COMP_v364,COMP,Composed,hard,10.98,6.29,6.29,True
COMP_v366,COMP,Composed,hard,879.37,412.84,412.84,True
COMP_v367,COMP,Composed,hard,142.14,58.62,58.62,True
COMP_v368,COMP,Composed,hard,99.76,94.93,94.93,True
COMP_v369,COMP,Composed,hard,108083.0,127110.0,108083.0,True
COMP_v371,COMP,Composed,hard,93.33,67.11,67.11,True
COMP_v373,COMP,Composed,hard,8.64,2.22,2.22,True
COMP_v370,COMP,Composed,hard,335.19,369.14,335.19,True
COMP_v374,COMP,Composed,hard,50.23,27.17,27.17,True
COMP_v375,COMP,Composed,hard,6.24,1.68,1.68,False
COMP_v376,COMP,Composed,hard,6.43,2.47,2.47,True
COMP_v377,COMP,Composed,hard,47.92,20.94,20.94,True
COMP_v378,COMP,Composed,hard,9.9,8.46,8.46,True
COMP_v379,COMP,Composed,hard,8.22,8.79,8.22,True
COMP_v381,COMP,Composed,hard,69.99,50.04,50.04,True
COMP_v380,COMP,Composed,hard,12.39,46.62,12.39,True
COMP_v382,COMP,Composed,hard,7.27,4.87,4.87,True
COMP_v383,COMP,Composed,hard,4.91,4.71,4.71,True
COMP_v384,COMP,Composed,hard,12.76,11.91,11.91,True
COMP_v386,COMP,Composed,hard,296.33,59.21,59.21,True
COMP_v387,COMP,Composed,hard,11.11,11.99,11.11,True
COMP_v388,COMP,Composed,hard,9.4,9.29,9.29,True
COMP_v389,COMP,Composed,hard,103844.0,119100.0,103844.0,True
COMP_v390,COMP,Composed,hard,793.25,584.58,584.58,True
COMP_v391,COMP,Composed,hard,122.38,65.25,65.25,True
COMP_v392,COMP,Composed,hard,114575.0,107198.0,107198.0,True
COMP_v393,COMP,Composed,hard,4.84,4.86,4.84,True
COMP_v394,COMP,Composed,hard,111944.0,106183.0,106183.0,True
COMP_v395,COMP,Composed,hard,11.18,5.38,5.38,True
COMP_v397,COMP,Composed,hard,11.15,11.67,11.15,True
COMP_v396,COMP,Composed,hard,277.61,292.26,277.61,True
COMP_v399,COMP,Composed,hard,64.84,52.62,52.62,True
COMP_v398,COMP,Composed,hard,375.2,422.15,375.2,True
COMP_v400,COMP,Composed,hard,3.06,2.59,2.59,True
COMP_v402,COMP,Composed,hard,75.99,76.34,75.99,True
COMP_v401,COMP,Composed,hard,195.57,210.98,195.57,True
COMP_v403,COMP,Composed,hard,104088.0,123456.0,104088.0,True
COMP_v404,COMP,Composed,hard,3176.0,4204.0,3176.0,True
COMP_v405,COMP,Composed,hard,7.59,4.31,4.31,True
COMP_v406,COMP,Composed,hard,8.94,9.08,8.94,True
COMP_v407,COMP,Composed,hard,301.67,59.93,59.93,True
COMP_v408,COMP,Composed,hard,5.03,5.06,5.03,True
COMP_v409,COMP,Composed,hard,3692.26,3918.81,3692.26,True
COMP_v410,COMP,Composed,hard,111948.0,108629.0,108629.0,True
COMP_v411,COMP,Composed,hard,4.49,3.47,3.47,True
COMP_v414,COMP,Composed,hard,132.2,102.6,102.6,True
COMP_v413,COMP,Composed,hard,2231.94,3708.12,2231.94,True
COMP_v415,COMP,Composed,hard,6.01,9.24,6.01,True
COMP_v412,COMP,Composed,hard,458.88,462.79,458.88,True
COMP_v416,COMP,Composed,hard,12.72,5.47,5.47,True
COMP_v418,COMP,Composed,hard,45.34,67.88,45.34,True
COMP_v419,COMP,Composed,hard,13.08,12.51,12.51,True
COMP_v417,COMP,Composed,hard,271.98,336.69,271.98,True
COMP_v420,COMP,Composed,hard,11.3,12.08,11.3,True
COMP_v421,COMP,Composed,hard,99.66,86.99,86.99,True
COMP_v422,COMP,Composed,hard,262.82,253.36,253.36,True
COMP_v423,COMP,Composed,hard,4.05,3.86,3.86,True
COMP_v425,COMP,Composed,hard,4.86,4.81,4.81,True
COMP_v424,COMP,Composed,hard,278.5,277.41,277.41,True
COMP_v426,COMP,Composed,hard,12.31,11.54,11.54,True
COMP_v428,COMP,Composed,hard,6.66,1.9,1.9,False
COMP_v427,COMP,Composed,hard,228.27,289.77,228.27,True
COMP_v429,COMP,Composed,hard,9.57,4.22,4.22,True
COMP_v430,COMP,Composed,hard,8.31,5.13,5.13,True
COMP_v431,COMP,Composed,hard,118.41,61.77,61.77,True
COMP_v432,COMP,Composed,hard,120.55,82.87,82.87,True
COMP_v433,COMP,Composed,hard,7.34,1.78,1.78,False
COMP_v434,COMP,Composed,hard,5.77,4.53,4.53,True
COMP_v435,COMP,Composed,hard,631.18,628.22,628.22,True
COMP_v436,COMP,Composed,hard,76.53,76.06,76.06,True
COMP_v438,COMP,Composed,hard,34.45,31.9,31.9,True
COMP_v439,COMP,Composed,hard,6.57,10.69,6.57,True
COMP_v437,COMP,Composed,hard,259.28,222.19,222.19,True
COMP_v440,COMP,Composed,hard,286.67,59.22,59.22,True
COMP_v441,COMP,Composed,hard,165.62,206.5,165.62,True
COMP_v442,COMP,Composed,hard,25.91,32.39,25.91,True
COMP_v443,COMP,Composed,hard,170.83,55.56,55.56,True
COMP_v444,COMP,Composed,hard,44.91,52.18,44.91,True
COMP_v446,COMP,Composed,hard,8.48,8.31,8.31,True
COMP_v445,COMP,Composed,hard,259.51,236.37,236.37,True
COMP_v447,COMP,Composed,hard,105684.0,129042.0,105684.0,True
COMP_v448,COMP,Composed,hard,826.77,634.94,634.94,True
COMP_v449,COMP,Composed,hard,2918.0,2036.0,2036.0,True
COMP_v451,COMP,Composed,hard,321.86,647.49,321.86,True
COMP_v450,COMP,Composed,hard,331.0,381.56,331.0,True
COMP_v452,COMP,Composed,hard,12.79,9.3,9.3,True
COMP_v453,COMP,Composed,hard,95.44,96.2,95.44,True
COMP_v455,COMP,Composed,hard,7.65,8.03,7.65,True
COMP_v456,COMP,Composed,hard,121.71,47.74,47.74,True
COMP_v457,COMP,Composed,hard,112230.0,128758.0,112230.0,True
COMP_v459,COMP,Composed,hard,94.88,90.73,90.73,True
COMP_v454,COMP,Composed,hard,389.14,380.61,380.61,True
COMP_v461,COMP,Composed,hard,3320.0,1333.67,1333.67,True
COMP_v458,COMP,Composed,hard,220.83,202.9,202.9,True
COMP_v462,COMP,Composed,hard,89.31,97.25,89.31,True
COMP_v464,COMP,Composed,hard,7.47,9.45,7.47,True
COMP_v465,COMP,Composed,hard,77.17,80.0,77.17,True
COMP_v466,COMP,Composed,hard,33.24,28.63,28.63,True
COMP_v463,COMP,Composed,hard,352.44,328.94,328.94,True
COMP_v467,COMP,Composed,hard,2.85,2.45,2.45,True
COMP_v468,COMP,Composed,hard,140.0,90.0,90.0,True
COMP_v469,COMP,Composed,hard,103.54,147.86,103.54,True
COMP_v470,COMP,Composed,hard,2835.0,2093.5,2093.5,True
COMP_v471,COMP,Composed,hard,86.18,143.79,86.18,True
COMP_v472,COMP,Composed,hard,7.46,7.24,7.24,True
COMP_v473,COMP,Composed,hard,133.86,57.27,57.27,True
COMP_v474,COMP,Composed,hard,41.94,54.41,41.94,True
COMP_v475,COMP,Composed,hard,8.09,7.47,7.47,True
COMP_v476,COMP,Composed,hard,107.55,60.1,60.1,True
COMP_v477,COMP,Composed,hard,33.44,41.18,33.44,True
COMP_v478,COMP,Composed,hard,36329.33,123209.0,36329.33,True
COMP_v479,COMP,Composed,hard,104183.0,118910.0,104183.0,True
COMP_v482,COMP,Composed,hard,5.84,4.93,4.93,True
COMP_v483,COMP,Composed,hard,123.0,82.4,82.4,True
COMP_v484,COMP,Composed,hard,5.1,4.99,4.99,True
COMP_v485,COMP,Composed,hard,11.16,11.31,11.16,True
COMP_v480,COMP,Composed,hard,200.53,211.09,200.53,True
COMP_v486,COMP,Composed,hard,7.34,2.3,2.3,True
COMP_v488,COMP,Composed,hard,144.29,57.53,57.53,True
COMP_v489,COMP,Composed,hard,384.91,49.63,49.63,True
COMP_v490,COMP,Composed,hard,80.32,74.03,74.03,True
COMP_v487,COMP,Composed,hard,164.51,204.39,164.51,True
COMP_v491,COMP,Composed,hard,187.67,181.82,181.82,True
COMP_v493,COMP,Composed,hard,2824.0,3782.0,2824.0,True
COMP_v494,COMP,Composed,hard,77.28,79.45,77.28,True
COMP_v495,COMP,Composed,hard,410.23,392.06,392.06,True
COMP_v496,COMP,Composed,hard,50.58,39.61,39.61,True
COMP_v497,COMP,Composed,hard,701.59,709.93,701.59,True
COMP_v498,COMP,Composed,hard,96.88,96.6,96.6,True
COMP_v499,COMP,Composed,hard,101002.0,123474.0,101002.0,True
COMP_v500,COMP,Composed,hard,51.23,30.75,30.75,True
COMP_v501,COMP,Composed,hard,288.67,55.73,55.73,True
COMP_v502,COMP,Composed,hard,93.89,63.57,63.57,True
COMP_v503,COMP,Composed,hard,2.72,2.47,2.47,True
COMP_v505,COMP,Composed,hard,45.5,29.22,29.22,True
COMP_v504,COMP,Composed,hard,3651.72,3206.3,3206.3,True
COMP_v506,COMP,Composed,hard,69.21,78.94,69.21,True
COMP_v508,COMP,Composed,hard,107883.0,121960.0,107883.0,True
COMP_v509,COMP,Composed,hard,3230.0,3539.0,3230.0,True
COMP_v510,COMP,Composed,hard,123.3,68.66,68.66,True
COMP_v507,COMP,Composed,hard,394.41,326.44,326.44,True
COMP_v511,COMP,Composed,hard,79.73,74.85,74.85,True
COMP_v512,COMP,Composed,hard,2.4,2.65,2.4,True
COMP_v513,COMP,Composed,hard,171.54,183.73,171.54,True
COMP_v514,COMP,Composed,hard,80.69,82.14,80.69,True
COMP_v515,COMP,Composed,hard,7.14,5.61,5.61,True
COMP_v516,COMP,Composed,hard,6.96,7.45,6.96,True
COMP_v517,COMP,Composed,hard,12.72,12.43,12.43,True
COMP_v518,COMP,Composed,hard,8.23,2.5,2.5,True
COMP_v519,COMP,Composed,hard,14.56,14.52,14.52,True
COMP_v520,COMP,Composed,hard,74.71,89.32,74.71,True
COMP_v521,COMP,Composed,hard,2833.0,1818.0,1818.0,True
COMP_v522,COMP,Composed,hard,31.47,28.46,28.46,True
COMP_v523,COMP,Composed,hard,56.3,40.23,40.23,True
COMP_v524,COMP,Composed,hard,2958.0,3818.0,2958.0,True
COMP_v526,COMP,Composed,hard,8.78,7.77,7.77,True
COMP_v527,COMP,Composed,hard,47.4,51.47,47.4,True
COMP_v525,COMP,Composed,hard,13.41,5.66,5.66,True
COMP_v528,COMP,Composed,hard,3002.0,4381.0,3002.0,True
COMP_v532,COMP,Composed,hard,12.92,11.8,11.8,True
COMP_v529,COMP,Composed,hard,422.47,449.56,422.47,True
COMP_v530,COMP,Composed,hard,92.75,98.87,92.75,True
COMP_v533,COMP,Composed,hard,7.66,2.37,2.37,True
COMP_v534,COMP,Composed,hard,3.01,2.67,2.67,True
COMP_v536,COMP,Composed,hard,28.75,29.54,28.75,True
COMP_v531,COMP,Composed,hard,460.11,372.77,372.77,True
COMP_v539,COMP,Composed,hard,2.97,4.86,2.97,True
COMP_v537,COMP,Composed,hard,364.14,298.76,298.76,True
COMP_v540,COMP,Composed,hard,8.61,3.15,3.15,True
COMP_v541,COMP,Composed,hard,12.47,13.38,12.47,True
COMP_v538,COMP,Composed,hard,92.1,93.03,92.1,True
COMP_v542,COMP,Composed,hard,4.42,5.04,4.42,True
COMP_v544,COMP,Composed,hard,462.68,471.25,462.68,True
COMP_v543,COMP,Composed,hard,12.6,5.28,5.28,True
COMP_v545,COMP,Composed,hard,119.28,63.32,63.32,True
COMP_v546,COMP,Composed,hard,205.75,71.83,71.83,True
COMP_v547,COMP,Composed,hard,3102.0,3373.0,3102.0,True
COMP_v549,COMP,Composed,hard,130.2,146.33,130.2,True
COMP_v548,COMP,Composed,hard,423.13,410.26,410.26,True
COMP_v550,COMP,Composed,hard,283.6,274.05,274.05,True
COMP_v551,COMP,Composed,hard,5.84,2.92,2.92,True
COMP_v552,COMP,Composed,hard,2.58,2.59,2.58,True
COMP_v554,COMP,Composed,hard,10.3,9.89,9.89,True
COMP_v553,COMP,Composed,hard,407.71,406.42,406.42,True
COMP_v556,COMP,Composed,hard,1027.33,3705.0,1027.33,True
COMP_v555,COMP,Composed,hard,275.35,220.89,220.89,True
COMP_v558,COMP,Composed,hard,214.0,197.36,197.36,True
COMP_v559,COMP,Composed,hard,6.93,1.78,1.78,False
COMP_v561,COMP,Composed,hard,139.79,67.8,67.8,True
COMP_v563,COMP,Composed,hard,11.62,11.66,11.62,True
COMP_v560,COMP,Composed,hard,111.84,208.7,111.84,True
COMP_v562,COMP,Composed,hard,5.99,6.63,5.99,True
COMP_v564,COMP,Composed,hard,107186.0,119173.0,107186.0,True
COMP_v565,COMP,Composed,hard,107537.0,123344.0,107537.0,True
COMP_v566,COMP,Composed,hard,7.91,2.14,2.14,True
COMP_v567,COMP,Composed,hard,7.66,2.57,2.57,True
COMP_v568,COMP,Composed,hard,748.43,744.95,744.95,True
COMP_v569,COMP,Composed,hard,49.91,32.88,32.88,True
COMP_v570,COMP,Composed,hard,7.9,1.95,1.95,False
COMP_v571,COMP,Composed,hard,54.49,67.02,54.49,True
COMP_v572,COMP,Composed,hard,3512.21,3529.19,3512.21,True
COMP_v573,COMP,Composed,hard,67.37,58.02,58.02,True
COMP_v574,COMP,Composed,hard,7.53,2.64,2.64,True
COMP_v575,COMP,Composed,hard,8.6,9.57,8.6,True
COMP_v577,COMP,Composed,hard,3.11,3.76,3.11,True
COMP_v579,COMP,Composed,hard,38.95,28.44,28.44,True
COMP_v576,COMP,Composed,hard,219.43,156.73,156.73,True
COMP_v578,COMP,Composed,hard,305.04,356.04,305.04,True
COMP_v580,COMP,Composed,hard,117279.0,109652.0,109652.0,True
COMP_v581,COMP,Composed,hard,125.06,147.14,125.06,True
COMP_v582,COMP,Composed,hard,8.19,5.72,5.72,True
COMP_v583,COMP,Composed,hard,274.8,288.42,274.8,True
COMP_v584,COMP,Composed,hard,140.5,57.27,57.27,True
COMP_v585,COMP,Composed,hard,98.53,95.04,95.04,True
COMP_v586,COMP,Composed,hard,45.02,33.62,33.62,True
COMP_v588,COMP,Composed,hard,8.55,7.89,7.89,True
COMP_v589,COMP,Composed,hard,40.92,32.81,32.81,True
COMP_v590,COMP,Composed,hard,122.12,129.0,122.12,True
COMP_v587,COMP,Composed,hard,97.28,92.41,92.41,True
COMP_v591,COMP,Composed,hard,101320.0,122623.0,101320.0,True
COMP_v593,COMP,Composed,hard,283.84,276.85,276.85,True
COMP_v594,COMP,Composed,hard,3957.65,1346.52,1346.52,True
COMP_v595,COMP,Composed,hard,4.9,3.18,3.18,True
COMP_v596,COMP,Composed,hard,7.49,1.76,1.76,False
COMP_v597,COMP,Composed,hard,123.25,55.14,55.14,True
COMP_v599,COMP,Composed,hard,123.0,113.14,113.14,True
COMP_v592,COMP,Composed,hard,425.32,408.79,408.79,True
COMP_v600,COMP,Composed,hard,43.67,27.18,27.18,True
COMP_v604,COMP,Composed,hard,63.41,60.28,60.28,True
COMP_v601,COMP,Composed,hard,12.48,5.97,5.97,True
COMP_v606,COMP,Composed,hard,72.43,147.94,72.43,True
COMP_v607,COMP,Composed,hard,11.04,10.65,10.65,True
COMP_v605,COMP,Composed,hard,382.29,418.11,382.29,True
COMP_v602,COMP,Composed,hard,201.64,175.61,175.61,True
COMP_v610,COMP,Composed,hard,3158.0,1520.67,1520.67,True
COMP_v609,COMP,Composed,hard,357.5,366.8,357.5,True
COMP_v611,COMP,Composed,hard,111479.0,121528.0,111479.0,True
COMP_v612,COMP,Composed,hard,2.62,3.38,2.62,True
COMP_v613,COMP,Composed,hard,3.76,5.47,3.76,True
COMP_v614,COMP,Composed,hard,114.58,194.27,114.58,True
COMP_v615,COMP,Composed,hard,14.12,14.42,14.12,True
COMP_v616,COMP,Composed,hard,86.88,161.21,86.88,True
COMP_v617,COMP,Composed,hard,113963.0,108109.0,108109.0,True
COMP_v618,COMP,Composed,hard,59.46,76.11,59.46,True
COMP_v619,COMP,Composed,hard,79.21,57.21,57.21,True
COMP_v620,COMP,Composed,hard,110.91,64.51,64.51,True
COMP_v621,COMP,Composed,hard,6.85,1.97,1.97,False
COMP_v623,COMP,Composed,hard,2.59,2.4,2.4,True
COMP_v624,COMP,Composed,hard,783.18,778.33,778.33,True
COMP_v625,COMP,Composed,hard,72.89,61.75,61.75,True
COMP_v622,COMP,Composed,hard,460.91,348.76,348.76,True
COMP_v626,COMP,Composed,hard,115.62,67.14,67.14,True
COMP_v627,COMP,Composed,hard,148.0,90.8,90.8,True
COMP_v628,COMP,Composed,hard,64.1,53.14,53.14,True
COMP_v629,COMP,Composed,hard,92.0,96.28,92.0,True
COMP_v630,COMP,Composed,hard,7.83,8.33,7.83,True
COMP_v632,COMP,Composed,hard,3.51,2.47,2.47,True
COMP_v634,COMP,Composed,hard,54.25,36.95,36.95,True
COMP_v631,COMP,Composed,hard,13.18,5.64,5.64,True
COMP_v633,COMP,Composed,hard,409.67,290.91,290.91,True
COMP_v635,COMP,Composed,hard,97.33,95.6,95.6,True
COMP_v636,COMP,Composed,hard,95.34,89.86,89.86,True
COMP_v637,COMP,Composed,hard,11.86,14.64,11.86,True
COMP_v638,COMP,Composed,hard,119.77,40.95,40.95,True
COMP_v639,COMP,Composed,hard,8.34,9.23,8.34,True
COMP_v640,COMP,Composed,hard,2919.0,3820.0,2919.0,True
COMP_v641,COMP,Composed,hard,122.89,143.29,122.89,True
COMP_v642,COMP,Composed,hard,3.45,4.04,3.45,True
COMP_v643,COMP,Composed,hard,187.09,181.36,181.36,True
COMP_v644,COMP,Composed,hard,7.91,8.27,7.91,True
COMP_v645,COMP,Composed,hard,4.84,4.77,4.77,True
COMP_v646,COMP,Composed,hard,10.13,9.96,9.96,True
COMP_v647,COMP,Composed,hard,3026.0,1914.5,1914.5,True
COMP_v648,COMP,Composed,hard,37.06,37.15,37.06,True
COMP_v650,COMP,Composed,hard,5.24,5.04,5.04,True
COMP_v649,COMP,Composed,hard,91.36,101.58,91.36,True
COMP_v653,COMP,Composed,hard,356.2,318.94,318.94,True
COMP_v651,COMP,Composed,hard,385.62,427.0,385.62,True
COMP_v654,COMP,Composed,hard,13.18,14.71,13.18,True
COMP_v652,COMP,Composed,hard,317.88,350.09,317.88,True
COMP_v656,COMP,Composed,hard,80.12,68.14,68.14,True
COMP_v655,COMP,Composed,hard,93.87,92.98,92.98,True
COMP_v658,COMP,Composed,hard,5.07,5.04,5.04,True
COMP_v659,COMP,Composed,hard,102.62,91.0,91.0,True
COMP_v660,COMP,Composed,hard,12.98,6.61,6.61,True
COMP_v657,COMP,Composed,hard,452.4,271.54,271.54,True
COMP_v661,COMP,Composed,hard,115995.0,117502.0,115995.0,True
COMP_v663,COMP,Composed,hard,3.31,2.7,2.7,True
COMP_v664,COMP,Composed,hard,37.77,46.51,37.77,True
COMP_v665,COMP,Composed,hard,1690.5,1978.0,1690.5,True
COMP_v667,COMP,Composed,hard,9.58,10.87,9.58,True
COMP_v668,COMP,Composed,hard,205.25,194.45,194.45,True
COMP_v669,COMP,Composed,hard,34.47,29.76,29.76,True
COMP_v670,COMP,Composed,hard,8.98,9.01,8.98,True
COMP_v671,COMP,Composed,hard,418.63,401.63,401.63,True
COMP_v674,COMP,Composed,hard,64.57,48.09,48.09,True
COMP_v672,COMP,Composed,hard,278.74,279.88,278.74,True
COMP_v673,COMP,Composed,hard,89.5,96.66,89.5,True
COMP_v675,COMP,Composed,hard,311.11,299.69,299.69,True
COMP_v677,COMP,Composed,hard,349.89,340.78,340.78,True
COMP_v679,COMP,Composed,hard,113.33,81.0,81.0,True
COMP_v676,COMP,Composed,hard,344.77,305.84,305.84,True
COMP_v678,COMP,Composed,hard,377.69,362.1,362.1,True
COMP_v680,COMP,Composed,hard,6.16,1.73,1.73,False
COMP_v682,COMP,Composed,hard,1111.0,3955.0,1111.0,True
COMP_v681,COMP,Composed,hard,361.28,378.35,361.28,True
COMP_v683,COMP,Composed,hard,71.91,78.84,71.91,True
COMP_v684,COMP,Composed,hard,2.65,3.0,2.65,True
COMP_v685,COMP,Composed,hard,7.92,6.26,6.26,True
COMP_v687,COMP,Composed,hard,165.07,169.93,165.07,True
COMP_v686,COMP,Composed,hard,6.54,2.43,2.43,True
COMP_v689,COMP,Composed,hard,251.5,58.87,58.87,True
COMP_v690,COMP,Composed,hard,293.33,72.29,72.29,True
COMP_v688,COMP,Composed,hard,379.4,392.67,379.4,True
COMP_v692,COMP,Composed,hard,10.57,5.4,5.4,True
COMP_v691,COMP,Composed,hard,89.99,97.26,89.99,True
COMP_v693,COMP,Composed,hard,6.99,7.99,6.99,True
COMP_v695,COMP,Composed,hard,45.33,30.48,30.48,True
COMP_v696,COMP,Composed,hard,61.65,52.37,52.37,True
COMP_v697,COMP,Composed,hard,55.23,70.96,55.23,True
COMP_v698,COMP,Composed,hard,184.67,206.0,184.67,True
COMP_v699,COMP,Composed,hard,120.0,125.25,120.0,True
DS-1_v000,DS-1,Data Structure,hard,146.2,145.91,145.91,True
DS-1_v001,DS-1,Data Structure,hard,65.05,57.56,57.56,True
DS-1_v002,DS-1,Data Structure,hard,105.24,42.78,42.78,True
DS-1_v003,DS-1,Data Structure,hard,61.91,58.25,58.25,True
DS-1_v004,DS-1,Data Structure,hard,105.31,104.69,104.69,True
DS-1_v005,DS-1,Data Structure,hard,46.94,76.0,46.94,True
DS-1_v006,DS-1,Data Structure,hard,96.64,96.79,96.64,True
DS-1_v007,DS-1,Data Structure,hard,169.63,151.06,151.06,True
DS-1_v008,DS-1,Data Structure,hard,228.02,260.55,228.02,True
DS-1_v009,DS-1,Data Structure,hard,264.5,227.78,227.78,True
DS-1_v010,DS-1,Data Structure,hard,147.51,145.64,145.64,True
DS-1_v011,DS-1,Data Structure,hard,56.75,97.0,56.75,True
DS-1_v012,DS-1,Data Structure,hard,166.6,128.29,128.29,True
DS-1_v013,DS-1,Data Structure,hard,50.23,50.38,50.23,True
DS-1_v014,DS-1,Data Structure,hard,97.14,145.58,97.14,True
DS-2_v000,DS-2,Data Structure,hard,5.25,4.61,4.61,True
DS-2_v001,DS-2,Data Structure,hard,5.7,6.2,5.7,True
DS-2_v002,DS-2,Data Structure,hard,4.69,4.59,4.59,True
DS-2_v003,DS-2,Data Structure,hard,6.23,6.39,6.23,True
DS-2_v004,DS-2,Data Structure,hard,6.29,5.77,5.77,True
DS-2_v005,DS-2,Data Structure,hard,4.05,5.47,4.05,True
DS-2_v006,DS-2,Data Structure,hard,4.13,4.18,4.13,True
DS-2_v007,DS-2,Data Structure,hard,5.01,5.24,5.01,True
DS-2_v008,DS-2,Data Structure,hard,3.81,3.82,3.81,True
DS-2_v009,DS-2,Data Structure,hard,4.39,4.37,4.37,True
DS-2_v010,DS-2,Data Structure,hard,4.88,4.59,4.59,True
DS-2_v011,DS-2,Data Structure,hard,4.02,3.84,3.84,True
DS-2_v012,DS-2,Data Structure,hard,4.16,3.75,3.75,True
DS-2_v013,DS-2,Data Structure,hard,5.77,5.81,5.77,True
DS-2_v014,DS-2,Data Structure,hard,5.8,6.37,5.8,True
DS-4_v000,DS-4,Data Structure Inefficiency,hard,4.86,5.82,4.86,True
DS-4_v001,DS-4,Data Structure Inefficiency,medium,3.08,8.72,3.08,True
DS-4_v002,DS-4,Data Structure Inefficiency,hard,2.47,2.87,2.47,True
DS-4_v003,DS-4,Data Structure Inefficiency,medium,5.7,5.71,5.7,True
DS-4_v004,DS-4,Data Structure Inefficiency,hard,4.51,5.64,4.51,True
DS-4_v005,DS-4,Data Structure Inefficiency,hard,3.84,2.73,2.73,True
DS-4_v007,DS-4,Data Structure Inefficiency,hard,5.92,7.08,5.92,True
DS-4_v008,DS-4,Data Structure Inefficiency,medium,1.92,6.99,1.92,False
DS-4_v009,DS-4,Data Structure Inefficiency,medium,2.74,8.7,2.74,True
DS-4_v011,DS-4,Data Structure Inefficiency,hard,3.93,7.03,3.93,True
DS-4_v012,DS-4,Data Structure Inefficiency,hard,3.28,2.45,2.45,True
DS-4_v013,DS-4,Data Structure Inefficiency,medium,4.6,6.74,4.6,True
DS-4_v014,DS-4,Data Structure Inefficiency,hard,6.83,4.65,4.65,True
DS-4_v017,DS-4,Data Structure Inefficiency,hard,5.77,5.46,5.46,True
DS-4_v018,DS-4,Data Structure Inefficiency,hard,2.38,6.88,2.38,True
DS-4_v019,DS-4,Data Structure Inefficiency,hard,5.74,9.33,5.74,True
HR-2_v000,HR-2,Human-Style Antipatterns,medium,1.98,1.05,1.05,False
HR-2_v001,HR-2,Human-Style Antipatterns,medium,1.93,1.02,1.02,False
HR-2_v002,HR-2,Human-Style Antipatterns,medium,1.82,0.99,0.99,False
HR-2_v003,HR-2,Human-Style Antipatterns,medium,2.0,1.09,1.09,False
HR-2_v004,HR-2,Human-Style Antipatterns,medium,2.02,1.06,1.06,False
HR-2_v005,HR-2,Human-Style Antipatterns,medium,1.82,0.99,0.99,False
HR-2_v006,HR-2,Human-Style Antipatterns,medium,1.95,1.09,1.09,False
HR-2_v007,HR-2,Human-Style Antipatterns,medium,1.88,1.02,1.02,False
HR-2_v008,HR-2,Human-Style Antipatterns,medium,1.92,1.02,1.02,False
HR-2_v009,HR-2,Human-Style Antipatterns,medium,1.9,0.99,0.99,False
HR-2_v010,HR-2,Human-Style Antipatterns,medium,1.83,1.06,1.06,False
HR-2_v011,HR-2,Human-Style Antipatterns,medium,1.96,1.11,1.11,False
HR-2_v012,HR-2,Human-Style Antipatterns,medium,1.96,1.1,1.1,False
HR-2_v013,HR-2,Human-Style Antipatterns,medium,1.94,1.02,1.02,False
HR-2_v014,HR-2,Human-Style Antipatterns,medium,1.89,0.98,0.98,False
HR-3_v000,HR-3,Human-Style Antipatterns,hard,6.33,6.19,6.19,True
